Plot,Block,System,Replicate,Year,Variety.name,Yield_Kg,Yield/plant_Kg,Emergence_DAP_Mean,Potato_eye_score_Mean,Tuber_Length_cm_Mean,Tuber_Width_cm_Mean,Tuber_L/W_ratio_Mean,Tuber_Volume_cm3_Mean,Integrated_canopy_volume_calculated,Integrated_canopy_volume_per_plant_calculated,Integrated_Ground_Cover_calculated,Integrated_Ground_Cover_per_plant_calculated,SPAD_Mean_at_54_DAP.,SPAD_Mean_at_69_DAP.,SPAD_Mean_at_75_DAP.,SPAD_Mean_at_84_DAP.,SPAD_Mean_at_89_DAP.,SPAD_Mean_at_105_DAP.,Leaf_Chl_mg/m2_Mean_at_54_DAP.,Leaf_Chl_mg/m2_Mean_at_69_DAP.,Leaf_Chl_mg/m2_Mean_at_75_DAP.,Leaf_Chl_mg/m2_Mean_at_84_DAP.,Leaf_Chl_mg/m2_Mean_at_89_DAP.,Leaf_Chl_mg/m2_Mean_at_105_DAP.,SPAD_Plant_1_at_54_DAP.,SPAD_Plant_1_at_69_DAP.,SPAD_Plant_1_at_75_DAP.,SPAD_Plant_1_at_84_DAP.,SPAD_Plant_1_at_89_DAP.,SPAD_Plant_1_at_105_DAP.,SPAD_Plant_2_at_54_DAP.,SPAD_Plant_2_at_69_DAP.,SPAD_Plant_2_at_75_DAP.,SPAD_Plant_2_at_84_DAP.,SPAD_Plant_2_at_89_DAP.,SPAD_Plant_2_at_105_DAP.,Leaf_Chl_mg/m2_Plant_1_at_54_DAP.,Leaf_Chl_mg/m2_Plant_1_at_69_DAP.,Leaf_Chl_mg/m2_Plant_1_at_75_DAP.,Leaf_Chl_mg/m2_Plant_1_at_84_DAP.,Leaf_Chl_mg/m2_Plant_1_at_89_DAP.,Leaf_Chl_mg/m2_Plant_1_at_105_DAP.,Leaf_Chl_mg/m2_Plant_2_at_54_DAP.,Leaf_Chl_mg/m2_Plant_2_at_69_DAP.,Leaf_Chl_mg/m2_Plant_2_at_75_DAP.,Leaf_Chl_mg/m2_Plant_2_at_84_DAP.,Leaf_Chl_mg/m2_Plant_2_at_89_DAP.,Leaf_Chl_mg/m2_Plant_2_at_105_DAP.,NDRE_at_55_DAP.,NDRE_at_70_DAP.,NDRE_at_75_DAP.,NDRE_at_84_DAP.,NDRE_at_87_DAP.,NDRE_at_97_DAP.,NDRE_at_109_DAP.,NDVI_at_55_DAP.,NDVI_at_70_DAP.,NDVI_at_75_DAP.,NDVI_at_84_DAP.,NDVI_at_87_DAP.,NDVI_at_97_DAP.,NDVI_at_109_DAP.,RE_at_55_DAP.,RE_at_70_DAP.,RE_at_75_DAP.,RE_at_84_DAP.,RE_at_87_DAP.,RE_at_97_DAP.,RE_at_109_DAP.,NIR_at_55_DAP.,NIR_at_70_DAP.,NIR_at_75_DAP.,NIR_at_84_DAP.,NIR_at_87_DAP.,NIR_at_97_DAP.,NIR_at_109_DAP.,R_at_55_DAP.,R_at_70_DAP.,R_at_75_DAP.,R_at_84_DAP.,R_at_87_DAP.,R_at_97_DAP.,R_at_109_DAP.,Max_Max_height_m,Max_Max_height_DAP.,Max_Ave_height_m,Max_Ave_height_DAP.,Max_area_plant_m2,Max_area_plant_DAP.,Max_volume_plant_m3,Max_volume_plant_DAP.,Mean_Height_m_at_33_DAP.,Mean_Height_m_at_62_DAP.,Mean_Height_m_at_70_DAP.,Mean_Height_m_at_87_DAP.,Mean_Height_m_at_95_DAP.,Mean_Height_m_at_102_DAP.,Mean_Height_m_at_117_DAP.,Mean_Height_sd_at_33_DAP.,Mean_Height_sd_at_62_DAP.,Mean_Height_sd_at_70_DAP.,Mean_Height_sd_at_87_DAP.,Mean_Height_sd_at_95_DAP.,Mean_Height_sd_at_102_DAP.,Mean_Height_sd_at_117_DAP.,Max_Height_m_at_33_DAP.,Max_Height_m_at_62_DAP.,Max_Height_m_at_70_DAP.,Max_Height_m_at_87_DAP.,Max_Height_m_at_95_DAP.,Max_Height_m_at_102_DAP.,Max_Height_m_at_117_DAP.,Ground_Cover_m2_at_33_DAP.,Ground_Cover_m2_at_62_DAP.,Ground_Cover_m2_at_70_DAP.,Ground_Cover_m2_at_87_DAP.,Ground_Cover_m2_at_95_DAP.,Ground_Cover_m2_at_102_DAP.,Ground_Cover_m2_at_117_DAP.,Ground_Cover_per_plant_m2_at_33_DAP.,Ground_Cover_per_plant_m2_at_62_DAP.,Ground_Cover_per_plant_m2_at_70_DAP.,Ground_Cover_per_plant_m2_at_87_DAP.,Ground_Cover_per_plant_m2_at_95_DAP.,Ground_Cover_per_plant_m2_at_102_DAP.,Ground_Cover_per_plant_m2_at_117_DAP.,Canopy_Volume_m3_at_33_DAP.,Canopy_Volume_m3_at_62_DAP.,Canopy_Volume_m3_at_70_DAP.,Canopy_Volume_m3_at_87_DAP.,Canopy_Volume_m3_at_95_DAP.,Canopy_Volume_m3_at_102_DAP.,Canopy_Volume_m3_at_117_DAP.,Canopy_Volume_per_plant_m3_at_33_DAP.,Canopy_Volume_per_plant_m3_at_62_DAP.,Canopy_Volume_per_plant_m3_at_70_DAP.,Canopy_Volume_per_plant_m3_at_87_DAP.,Canopy_Volume_per_plant_m3_at_95_DAP.,Canopy_Volume_per_plant_m3_at_102_DAP.,Canopy_Volume_per_plant_m3_at_117_DAP.
931,4,Con,2,2018,MADINGLEY,3.46,1.153333333,23.66666667,NA,NA,NA,NA,NA,8.633623292,2.877874431,63.69609999,21.23203333,46.4,50.2,NA,43.2,NA,NA,835.4456,887.4258,NA,791.6728,NA,NA,47.9,47,NA,45.8,NA,NA,44.9,53.4,NA,40.6,NA,NA,855.9641,843.653,NA,827.2382,NA,NA,814.9271,931.1986,NA,756.1074,NA,NA,0.3619,0.335,NA,0.2923,NA,0.2702,NA,0.8745,0.8667,NA,0.8409,NA,0.8061,NA,19.001,19.315,NA,19.84,NA,20.129,NA,40.558,38.779,NA,36.227,NA,35.053,NA,2.715,2.772,NA,3.13,NA,3.757,NA,0.64,95,0.1686,95,0.359766667,95,0.059539337,95,0.044030931,0.148584559,NA,NA,0.168609284,NA,0.050528092,0.029118483,0.056333924,NA,NA,0.128745873,NA,0.035289853,0.1,0.25,NA,NA,0.64,NA,0.15,0.3039,0.7072,NA,NA,1.0793,NA,0.5053,0.1013,0.235733333,NA,NA,0.359766667,NA,0.168433333,0.012368364,0.102977553,NA,NA,0.178618011,NA,0.02394582,0.004122788,0.034325851,NA,NA,0.059539337,NA,0.00798194
121,1,Org,1,2016,MAJESTIC,5.06,NA,NA,8,8.455285714,5.711357143,1.490252905,145.0269688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
311,2,Org,2,2016,MAJESTIC,5.02,NA,NA,10,10.23885714,5.743357143,1.791356101,180.6560566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
874,3,Con,1,2016,MAJESTIC,6.34,NA,NA,9,10.56757143,6.305785714,1.684442182,218.4799406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1081,4,Con,2,2016,MAJESTIC,6.04,NA,NA,8.5,8.534,5.666071429,1.503849436,150.2165639,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,1,Org,1,2017,MAJESTIC,3.47,1.156666667,41.33333333,8.714285714,8.206857143,4.997785714,1.638007322,109.1171692,15.5321666,5.177388865,53.6578,17.88593332,NA,NA,47.1,NA,42.1,50.3,NA,NA,845.0209,NA,776.6259,888.7937,NA,NA,49.3,NA,42.1,50.3,NA,NA,44.9,NA,NA,NA,NA,NA,875.1147,NA,776.6259,888.7937,NA,NA,814.9271,NA,NA,NA,NA,NA,0.3138,NA,0.3305,NA,0.312,NA,NA,0.9108,NA,0.8794,NA,0.8828,NA,NA,19.571,NA,19.368,NA,19.596,NA,NA,37.472,NA,38.49,NA,37.385,NA,NA,1.749,NA,2.47,NA,2.331,0.52,87,0.3609,70,0.5382,87,0.1487,87,NA,NA,0.360882726,0.276384244,NA,0.213872166,NA,NA,NA,0.081079441,0.132757932,NA,0.108647326,NA,NA,NA,0.49,0.52,NA,0.45,NA,NA,NA,0.631,1.6146,NA,1.48036,NA,NA,NA,0.210333333,0.5382,NA,0.493453333,NA,NA,NA,0.2274,0.4461,NA,0.315795546,NA,NA,NA,0.0758,0.1487,NA,0.105265182,NA
311,2,Org,2,2017,MAJESTIC,4.28,1.426666667,39.66666667,8.714285714,10.44442857,6.3465,1.652863196,224.3832108,20.47622382,6.82540795,59.637375,19.879125,NA,NA,42.65,NA,44.3,42.3,NA,NA,784.14935,NA,806.7197,779.3617,NA,NA,40.4,NA,44.3,42.3,NA,NA,44.9,NA,NA,NA,NA,NA,753.3716,NA,806.7197,779.3617,NA,NA,814.9271,NA,NA,NA,NA,NA,0.2384,NA,NA,NA,0.3188,NA,NA,0.8694,NA,NA,NA,0.8833,NA,NA,20.555,NA,NA,NA,19.51,NA,NA,33.424,NA,NA,NA,37.773,NA,NA,2.335,NA,NA,NA,2.339,0.68,87,0.3803,87,0.47919,102,0.1771,87,NA,NA,0.305978197,0.380329545,NA,0.361498362,NA,NA,NA,0.102119475,0.125748231,NA,0.141137624,NA,NA,NA,0.49,0.68,NA,0.63,NA,NA,NA,1.0182,1.3989,NA,1.43757,NA,NA,NA,0.3394,0.4663,NA,0.47919,NA,NA,NA,0.311,0.5313,NA,0.518589842,NA,NA,NA,0.103666667,0.1771,NA,0.172863281,NA
874,3,Con,1,2017,MAJESTIC,4.54,1.513333333,34,8.857142857,10.73985714,6.313,1.698046273,229.2666351,17.39386026,5.797953433,54.72145,18.24048333,NA,NA,43,NA,46.7,44.6,NA,NA,788.937,NA,839.5493,810.8234,NA,NA,42.9,NA,46.7,44.6,NA,NA,43.1,NA,NA,NA,NA,NA,787.5691,NA,839.5493,810.8234,NA,NA,790.3049,NA,NA,NA,NA,NA,0.2739,NA,NA,NA,0.2858,NA,NA,0.8472,NA,NA,NA,0.8634,NA,NA,20.079,NA,NA,NA,19.923,NA,NA,35.237,NA,NA,NA,35.866,NA,NA,2.931,NA,NA,NA,2.631,0.51,70,0.3521,70,0.471733333,87,0.143963467,87,NA,NA,0.352104857,0.305270633,NA,0.250710289,NA,NA,NA,0.090969368,0.099630275,NA,0.096567069,NA,NA,NA,0.51,0.49,NA,0.43,NA,NA,NA,0.906,1.4152,NA,1.0759,NA,NA,NA,0.302,0.471733333,NA,0.358633333,NA,NA,NA,0.319355885,0.4318904,NA,0.269424387,NA,NA,NA,0.106451962,0.143963467,NA,0.089808129,NA
1081,4,Con,2,2017,MAJESTIC,4.12,1.373333333,31.33333333,7.428571429,11.53071429,7.092285714,1.625596703,311.2116362,12.24564521,4.081881748,57.965575,19.32185832,NA,NA,48.25,NA,47.5,44,NA,NA,860.75175,NA,850.4925,802.616,NA,NA,45.3,NA,47.5,44,NA,NA,51.2,NA,NA,NA,NA,NA,820.3987,NA,850.4925,802.616,NA,NA,901.1048,NA,NA,NA,NA,NA,0.2417,NA,0.3535,NA,0.2862,NA,NA,0.885,NA,0.8861,NA,0.848,NA,NA,20.517,NA,19.097,NA,19.918,NA,NA,33.632,NA,39.981,NA,35.897,NA,NA,2.05,NA,2.415,NA,2.953,0.4,70,0.2274,70,0.4107,87,0.086,87,NA,NA,0.227385394,0.210426102,NA,0.163310099,NA,NA,NA,0.111339383,0.096513882,NA,0.076650696,NA,NA,NA,0.4,0.39,NA,0.3,NA,NA,NA,1.0078,1.2321,NA,1.13625,NA,NA,NA,0.335933333,0.4107,NA,0.37875,NA,NA,NA,0.228355109,0.258,NA,0.184155933,NA,NA,NA,0.07611837,0.086,NA,0.061385311,NA
100,1,Org,1,2018,MAJESTIC,4.14,1.38,21,NA,NA,NA,NA,NA,11.9504499,3.983483302,79.30635001,26.43545,42.45,48.1,NA,49.45,NA,NA,781.41355,858.6999,NA,877.16655,NA,NA,43.9,47.3,NA,51,NA,NA,41,48.9,NA,47.9,NA,NA,801.2481,847.7567,NA,898.369,NA,NA,761.579,869.6431,NA,855.9641,NA,NA,0.3485,0.2919,NA,0.276,NA,NA,NA,0.8928,0.8634,NA,0.804,NA,NA,NA,19.155,19.846,NA,20.055,NA,NA,NA,39.647,36.216,NA,35.381,NA,NA,NA,2.246,2.654,NA,3.837,NA,NA,NA,0.58,62,0.2186,62,0.381833333,62,0.082335956,62,0.106964587,0.218568311,NA,NA,0.104454915,NA,0.077980592,0.065938826,0.161654564,NA,NA,0.084596902,NA,0.0644783,0.24,0.58,NA,NA,0.34,NA,0.28,0.5337,1.1455,NA,NA,0.9338,NA,0.6038,0.1779,0.381833333,NA,NA,0.311266667,NA,0.201266667,0.05516142,0.247007868,NA,NA,0.094394535,NA,0.046489614,0.01838714,0.082335956,NA,NA,0.031464845,NA,0.015496538
394,2,Org,2,2018,MAJESTIC,5.78,1.926666667,26,NA,NA,NA,NA,NA,18.55929064,6.186430212,88.39915007,29.46638336,48.9,49.4,NA,38.85,NA,NA,869.6431,876.4826,NA,732.16915,NA,NA,44.4,50.2,NA,33.4,NA,NA,53.4,48.6,NA,44.3,NA,NA,808.0876,887.4258,NA,657.6186,NA,NA,931.1986,865.5394,NA,806.7197,NA,NA,0.3321,0.3149,NA,0.274,NA,NA,NA,0.8651,0.8316,NA,0.8071,NA,NA,NA,19.349,19.558,NA,20.076,NA,NA,NA,38.589,37.547,NA,35.229,NA,NA,NA,2.791,3.456,NA,3.77,NA,NA,NA,0.53,62,0.2987,62,0.391466667,62,0.115647649,62,0.057032453,0.298747446,NA,NA,0.203773783,NA,0.110358915,0.044624654,0.12377472,NA,NA,0.088677646,NA,0.057983556,0.18,0.53,NA,NA,0.49,NA,0.28,0.7272,1.1744,NA,NA,1.1405,NA,0.6854,0.2424,0.391466667,NA,NA,0.380166667,NA,0.228466667,0.03904311,0.346942947,NA,NA,0.228828876,NA,0.073499019,0.01301437,0.115647649,NA,NA,0.076276292,NA,0.024499673
855,3,Con,1,2018,MAJESTIC,6.32,2.106666667,25.66666667,NA,NA,NA,NA,NA,15.19001247,5.063337492,94.53485009,31.5116167,49.2,54.4,NA,49.5,NA,NA,873.7468,944.8776,NA,877.8505,NA,NA,51.6,53.1,NA,50.2,NA,NA,46.8,55.7,NA,48.8,NA,NA,906.5764,927.0949,NA,887.4258,NA,NA,840.9172,962.6603,NA,868.2752,NA,NA,0.2965,0.3466,NA,0.2983,NA,NA,NA,0.8339,0.8799,NA,0.8412,NA,NA,NA,19.787,19.178,NA,19.763,NA,NA,NA,36.471,39.52,NA,36.572,NA,NA,NA,3.303,2.524,NA,3.153,NA,NA,NA,0.68,62,0.2351,62,0.542766667,95,0.081349943,95,0.052871222,0.235069758,NA,NA,0.153140085,NA,0.097082522,0.03516672,0.125252331,NA,NA,0.086405957,NA,0.057263607,0.16,0.68,NA,NA,0.35,NA,0.24,0.3044,0.9533,NA,NA,1.6283,NA,1.2833,0.101466667,0.317766667,NA,NA,0.542766667,NA,0.427766667,0.015027954,0.22116582,NA,NA,0.244049829,NA,0.120176607,0.005009318,0.07372194,NA,NA,0.081349943,NA,0.040058869
947,4,Con,2,2018,MAJESTIC,8.08,2.693333333,24.66666667,NA,NA,NA,NA,NA,24.07436853,8.024789511,111.4981,37.16603332,50.15,54.4,NA,44.05,NA,NA,886.74185,944.8776,NA,803.29995,NA,NA,47.5,50.2,NA,42.2,NA,NA,52.8,58.6,NA,45.9,NA,NA,850.4925,887.4258,NA,777.9938,NA,NA,922.9912,1002.3294,NA,828.6061,NA,NA,0.3606,0.3298,NA,0.3337,NA,0.2931,NA,0.8706,0.8666,NA,0.8624,NA,0.8521,NA,19.015,19.376,NA,19.331,NA,19.832,NA,40.461,38.449,NA,38.694,NA,36.304,NA,2.799,2.747,NA,2.86,NA,2.898,NA,0.57,62,0.3048,62,0.506933333,95,0.139879257,62,0.070917529,0.30482513,NA,NA,0.194475276,NA,0.152504466,0.04157563,0.133885667,NA,NA,0.100168527,NA,0.080306209,0.18,0.57,NA,NA,0.41,NA,0.35,0.5602,1.3896,NA,NA,1.5208,NA,1.3995,0.186733333,0.4632,NA,NA,0.506933333,NA,0.4665,0.037861563,0.419637771,NA,NA,0.291413109,NA,0.208591443,0.012620521,0.139879257,NA,NA,0.097137703,NA,0.069530481
122,1,Org,1,2016,MARABEL,4.3,NA,NA,9.5,10.05342857,6.366,1.587764943,216.7024742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
581,2,Org,2,2016,MARABEL,3.38,NA,NA,10,8.639571429,5.997714286,1.43283335,164.6144247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
851,3,Con,1,2016,MARABEL,6.62,NA,NA,10,10.874,7.122,1.528273947,294.3088386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
851,3,Con,2,2016,MARABEL,6.62,NA,NA,10,10.874,7.122,1.528273947,294.3088386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122,1,Org,1,2017,MARABEL,5.93,1.976666667,45,9.285714286,9.062285714,6.456142857,1.409016939,197.1664241,13.73224709,4.577415707,52.196025,17.398675,NA,NA,38.15,NA,49.7,43.2,NA,NA,722.59385,NA,880.5863,791.6728,NA,NA,37,NA,49.7,43.2,NA,NA,39.3,NA,NA,NA,NA,NA,706.863,NA,880.5863,791.6728,NA,NA,738.3247,NA,NA,NA,NA,NA,0.3238,NA,0.3397,NA,0.3003,NA,NA,0.9125,NA,0.899,NA,0.8847,NA,NA,19.449,NA,19.259,NA,19.74,NA,NA,38.072,NA,39.081,NA,36.691,NA,NA,1.742,NA,2.079,NA,2.247,0.47,70,0.2783,70,0.5251,87,0.144266667,87,NA,NA,0.278348968,0.274805434,NA,0.216999874,NA,NA,NA,0.077334713,0.088885635,NA,0.102072087,NA,NA,NA,0.47,0.47,NA,0.42,NA,NA,NA,0.7462,1.5753,NA,1.50947,NA,NA,NA,0.248733333,0.5251,NA,0.503156667,NA,NA,NA,0.2075,0.4328,NA,0.326659612,NA,NA,NA,0.069166667,0.144266667,NA,0.108886537,NA
581,2,Org,2,2017,MARABEL,6.45,2.15,43,9.285714286,10.37371429,6.768214286,1.531989521,250.9957808,16.50486934,5.501623111,59.616325,19.87210832,NA,NA,39.85,NA,42.6,36.2,NA,NA,745.84815,NA,783.4654,695.9198,NA,NA,40.2,NA,42.6,36.2,NA,NA,39.5,NA,NA,NA,NA,NA,750.6358,NA,783.4654,695.9198,NA,NA,741.0605,NA,NA,NA,NA,NA,0.2043,NA,NA,NA,0.2683,NA,NA,0.8884,NA,NA,NA,0.8811,NA,NA,21.04,NA,NA,NA,20.151,NA,NA,31.849,NA,NA,NA,34.927,NA,NA,1.882,NA,NA,NA,2.208,0.59,87,0.3066,102,0.55845,102,0.170491971,102,NA,NA,0.237943601,0.298411119,NA,0.306624049,NA,NA,NA,0.101329044,0.107205754,NA,0.105780568,NA,NA,NA,0.47,0.59,NA,0.56,NA,NA,NA,0.922,1.5577,NA,1.67535,NA,NA,NA,0.307333333,0.519233333,NA,0.55845,NA,NA,NA,0.219,0.4633,NA,0.511475912,NA,NA,NA,0.073,0.154433333,NA,0.170491971,NA
851,3,Con,1,2017,MARABEL,3.14,3.14,34,9.428571429,10.21142857,6.669357143,1.573785262,468.802135,5.687682867,5.687682867,25.024625,25.024625,NA,NA,44.6,NA,52.7,45.8,NA,NA,810.8234,NA,921.6233,827.2382,NA,NA,40.4,NA,52.7,45.8,NA,NA,48.8,NA,NA,NA,NA,NA,753.3716,NA,921.6233,827.2382,NA,NA,868.2752,NA,NA,NA,NA,NA,0.1614,NA,NA,NA,0.3205,NA,NA,0.8674,NA,NA,NA,0.8996,NA,NA,21.692,NA,NA,NA,19.489,NA,NA,30.041,NA,NA,NA,37.877,NA,NA,2.133,NA,NA,NA,2.001,0.57,102,0.2489,70,0.79027,102,0.174044872,102,NA,NA,0.248845339,0.206664907,NA,0.220386075,NA,NA,NA,0.120520324,0.118337661,NA,0.118914106,NA,NA,NA,0.45,0.5,NA,0.57,NA,NA,NA,0.3776,0.5682,NA,0.79027,NA,NA,NA,0.3776,0.5682,NA,0.79027,NA,NA,NA,0.09433423,0.117655577,NA,0.174044872,NA,NA,NA,0.09433423,0.117655577,NA,0.174044872,NA
1090,4,Con,2,2017,MARABEL,5.76,1.92,47,9.142857143,10.07428571,6.255714286,1.613295717,207.5967638,13.26153734,4.420512442,54.29795,18.09931667,NA,NA,39.25,NA,43,43.6,NA,NA,737.64075,NA,788.937,797.1444,NA,NA,40.9,NA,43,43.6,NA,NA,37.6,NA,NA,NA,NA,NA,760.2111,NA,788.937,797.1444,NA,NA,715.0704,NA,NA,NA,NA,NA,0.1009,NA,0.3229,NA,0.2943,NA,NA,0.87,NA,0.8987,NA,0.9034,NA,NA,22.706,NA,19.46,NA,19.816,NA,NA,27.817,NA,38.018,NA,36.359,NA,NA,1.931,NA,2.027,NA,1.843,0.5,87,0.2742,87,0.532266667,87,0.145366667,87,NA,NA,0.221229159,0.274165832,NA,0.216681759,NA,NA,NA,0.084382827,0.104678663,NA,0.099057122,NA,NA,NA,0.38,0.5,NA,0.42,NA,NA,NA,0.8697,1.5968,NA,1.39806,NA,NA,NA,0.2899,0.532266667,NA,0.46602,NA,NA,NA,0.191600257,0.4361,NA,0.301377592,NA,NA,NA,0.063866752,0.145366667,NA,0.100459197,NA
